0.000000000000000000e+00,1.089200000000000000e+04,3.036400000000000000e+04,2.939800000000000000e+04,2.733800000000000000e+04,2.648900000000000000e+04,2.377300000000000000e+04,1.972900000000000000e+04,3.366700000000000000e+04,2.831900000000000000e+04,2.730700000000000000e+04,3.278700000000000000e+04,2.974900000000000000e+04,1.341400000000000000e+04,2.959100000000000000e+04,2.112000000000000000e+04,2.242100000000000000e+04,3.283500000000000000e+04,2.880400000000000000e+04,2.491000000000000000e+04,2.352300000000000000e+04,2.945400000000000000e+04,4.159000000000000000e+03,1.568000000000000000e+04,3.444900000000000000e+04,8.278000000000000000e+03,4.857000000000000000e+03,2.754800000000000000e+04,3.239200000000000000e+04,3.323000000000000000e+04,8.671000000000000000e+03,2.666800000000000000e+04,3.086200000000000000e+04,2.892000000000000000e+04,3.356200000000000000e+04,2.682200000000000000e+04,2.222400000000000000e+04,7.563000000000000000e+03,1.703800000000000000e+04,2.024900000000000000e+04,2.493400000000000000e+04,2.358800000000000000e+04,2.327100000000000000e+04,2.703200000000000000e+04,2.039800000000000000e+04,3.210900000000000000e+04,2.972800000000000000e+04,1.979000000000000000e+04,1.465400000000000000e+04,2.873700000000000000e+04,2.669500000000000000e+04,2.360400000000000000e+04,2.823800000000000000e+04,5.485000000000000000e+03,2.533500000000000000e+04,3.458900000000000000e+04,3.210600000000000000e+04,1.815800000000000000e+04,1.822400000000000000e+04,2.538100000000000000e+04,1.965300000000000000e+04,3.103400000000000000e+04,2.197000000000000000e+04,2.457900000000000000e+04,3.158200000000000000e+04,3.272000000000000000e+04,2.883800000000000000e+04,2.147100000000000000e+04,1.573100000000000000e+04,2.380800000000000000e+04,3.107100000000000000e+04,2.802900000000000000e+04,3.689100000000000000e+04,2.045400000000000000e+04,3.019800000000000000e+04,3.063200000000000000e+04,2.336800000000000000e+04,2.522700000000000000e+04,1.983300000000000000e+04
1.090100000000000000e+04,0.000000000000000000e+00,2.362500000000000000e+04,2.248800000000000000e+04,2.059900000000000000e+04,1.608600000000000000e+04,1.686300000000000000e+04,1.281800000000000000e+04,2.656600000000000000e+04,2.140900000000000000e+04,2.056800000000000000e+04,2.604800000000000000e+04,2.283800000000000000e+04,6.504000000000000000e+03,2.285200000000000000e+04,1.420900000000000000e+04,1.568200000000000000e+04,2.592500000000000000e+04,2.189400000000000000e+04,1.799900000000000000e+04,1.678400000000000000e+04,1.905200000000000000e+04,7.230000000000000000e+03,1.043600000000000000e+04,2.771000000000000000e+04,5.980000000000000000e+03,1.374700000000000000e+04,2.080900000000000000e+04,2.548200000000000000e+04,2.649100000000000000e+04,2.747000000000000000e+03,1.975800000000000000e+04,2.412300000000000000e+04,2.218100000000000000e+04,2.682300000000000000e+04,1.991100000000000000e+04,1.562400000000000000e+04,1.248700000000000000e+04,1.012700000000000000e+04,1.351000000000000000e+04,1.819500000000000000e+04,1.667700000000000000e+04,1.653200000000000000e+04,1.663000000000000000e+04,1.348800000000000000e+04,2.537000000000000000e+04,1.932500000000000000e+04,1.287900000000000000e+04,9.704000000000000000e+03,1.833500000000000000e+04,1.975900000000000000e+04,1.686500000000000000e+04,2.132800000000000000e+04,5.868000000000000000e+03,1.859600000000000000e+04,2.767900000000000000e+04,2.519600000000000000e+04,1.124700000000000000e+04,1.148500000000000000e+04,1.847100000000000000e+04,1.274300000000000000e+04,2.412400000000000000e+04,1.523100000000000000e+04,1.766900000000000000e+04,2.467100000000000000e+04,2.581000000000000000e+04,2.190200000000000000e+04,1.456100000000000000e+04,1.069900000000000000e+04,1.689800000000000000e+04,2.416100000000000000e+04,2.111900000000000000e+04,2.998000000000000000e+04,1.371500000000000000e+04,2.328700000000000000e+04,2.372200000000000000e+04,1.645800000000000000e+04,1.831700000000000000e+04,1.309400000000000000e+04
3.032600000000000000e+04,2.354100000000000000e+04,0.000000000000000000e+00,9.591000000000000000e+03,4.920000000000000000e+03,3.647500000000000000e+04,8.030000000000000000e+03,1.219800000000000000e+04,4.890000000000000000e+03,9.415000000000000000e+03,3.954000000000000000e+03,3.983000000000000000e+03,1.153800000000000000e+04,1.783700000000000000e+04,1.346000000000000000e+03,1.241000000000000000e+04,9.643000000000000000e+03,6.269000000000000000e+03,8.429000000000000000e+03,7.101000000000000000e+03,8.669000000000000000e+03,3.944000000000000000e+04,2.624000000000000000e+04,1.531700000000000000e+04,5.645000000000000000e+03,2.323400000000000000e+04,3.338200000000000000e+04,4.700000000000000000e+03,1.286200000000000000e+04,4.426000000000000000e+03,2.296000000000000000e+04,8.727000000000000000e+03,2.058000000000000000e+03,1.957000000000000000e+03,4.758000000000000000e+03,1.104700000000000000e+04,1.189600000000000000e+04,3.212200000000000000e+04,1.499300000000000000e+04,1.175000000000000000e+04,7.385000000000000000e+03,8.375000000000000000e+03,8.931000000000000000e+03,3.701900000000000000e+04,1.345300000000000000e+04,4.268000000000000000e+03,3.971400000000000000e+04,1.302100000000000000e+04,1.608400000000000000e+04,3.975500000000000000e+04,5.364000000000000000e+03,8.750000000000000000e+03,6.156000000000000000e+03,2.558000000000000000e+04,5.833000000000000000e+03,1.505900000000000000e+04,6.412000000000000000e+03,1.366400000000000000e+04,1.267000000000000000e+04,6.435000000000000000e+03,1.292900000000000000e+04,7.925000000000000000e+03,1.052700000000000000e+04,7.910000000000000000e+03,7.441000000000000000e+03,1.794300000000000000e+04,2.852000000000000000e+03,1.018000000000000000e+04,1.570500000000000000e+04,8.033000000000000000e+03,1.354200000000000000e+04,7.409000000000000000e+03,1.736100000000000000e+04,1.132200000000000000e+04,1.028700000000000000e+04,6.527000000000000000e+03,8.835000000000000000e+03,9.441000000000000000e+03,1.226000000000000000e+04
2.942600000000000000e+04,2.247600000000000000e+04,9.718000000000000000e+03,0.000000000000000000e+00,8.184000000000000000e+03,3.541000000000000000e+04,6.629000000000000000e+03,1.317500000000000000e+04,9.017000000000000000e+03,1.451000000000000000e+03,9.935000000000000000e+03,1.082700000000000000e+04,4.108000000000000000e+03,1.677200000000000000e+04,9.688000000000000000e+03,1.055000000000000000e+04,1.017000000000000000e+04,6.664000000000000000e+03,1.663000000000000000e+03,6.759000000000000000e+03,8.980000000000000000e+03,3.837500000000000000e+04,2.534000000000000000e+04,1.683700000000000000e+04,1.033000000000000000e+04,2.292500000000000000e+04,3.222200000000000000e+04,1.050000000000000000e+04,6.227000000000000000e+03,1.097800000000000000e+04,2.189500000000000000e+04,3.542000000000000000e+03,9.320000000000000000e+03,8.618000000000000000e+03,1.087100000000000000e+04,5.089000000000000000e+03,1.405700000000000000e+04,3.096200000000000000e+04,1.313300000000000000e+04,1.295600000000000000e+04,8.269000000000000000e+03,7.600000000000000000e+03,1.109200000000000000e+04,3.595300000000000000e+04,1.159300000000000000e+04,8.771000000000000000e+03,3.864900000000000000e+04,1.116100000000000000e+04,1.760400000000000000e+04,3.780600000000000000e+04,7.159000000000000000e+03,9.271000000000000000e+03,5.195000000000000000e+03,2.434300000000000000e+04,9.719000000000000000e+03,8.424000000000000000e+03,5.911000000000000000e+03,1.180400000000000000e+04,1.419000000000000000e+04,6.873000000000000000e+03,1.106900000000000000e+04,3.413000000000000000e+03,1.129800000000000000e+04,6.471000000000000000e+03,5.156000000000000000e+03,1.051300000000000000e+04,7.418000000000000000e+03,8.321000000000000000e+03,1.722500000000000000e+04,7.232000000000000000e+03,6.112000000000000000e+03,2.878000000000000000e+03,1.072500000000000000e+04,1.237800000000000000e+04,2.077000000000000000e+03,4.704000000000000000e+03,7.004000000000000000e+03,4.916000000000000000e+03,1.377900000000000000e+04
2.728500000000000000e+04,2.050000000000000000e+04,4.957000000000000000e+03,8.084000000000000000e+03,0.000000000000000000e+00,3.343400000000000000e+04,4.936000000000000000e+03,9.157000000000000000e+03,7.217000000000000000e+03,7.909000000000000000e+03,2.513000000000000000e+03,7.380000000000000000e+03,9.983000000000000000e+03,1.479600000000000000e+04,4.618000000000000000e+03,9.316000000000000000e+03,6.573000000000000000e+03,7.462000000000000000e+03,6.923000000000000000e+03,3.980000000000000000e+03,5.599000000000000000e+03,3.639900000000000000e+04,2.319900000000000000e+04,1.227500000000000000e+04,8.632000000000000000e+03,2.019200000000000000e+04,3.034000000000000000e+04,3.079000000000000000e+03,1.226900000000000000e+04,7.824000000000000000e+03,1.991900000000000000e+04,6.511000000000000000e+03,5.455000000000000000e+03,3.404000000000000000e+03,8.155000000000000000e+03,8.186000000000000000e+03,8.855000000000000000e+03,2.908000000000000000e+04,1.189900000000000000e+04,8.708000000000000000e+03,4.047000000000000000e+03,5.281000000000000000e+03,5.889000000000000000e+03,3.397700000000000000e+04,1.035800000000000000e+04,5.757000000000000000e+03,3.667300000000000000e+04,9.927000000000000000e+03,1.304200000000000000e+04,3.666100000000000000e+04,1.981000000000000000e+03,5.907000000000000000e+03,4.236000000000000000e+03,2.253900000000000000e+04,2.792000000000000000e+03,1.446600000000000000e+04,6.940000000000000000e+03,1.057000000000000000e+04,9.629000000000000000e+03,3.314000000000000000e+03,9.834000000000000000e+03,7.701000000000000000e+03,7.486000000000000000e+03,4.815000000000000000e+03,7.252000000000000000e+03,1.638800000000000000e+04,2.388000000000000000e+03,7.086000000000000000e+03,1.266400000000000000e+04,4.939000000000000000e+03,1.198700000000000000e+04,5.541000000000000000e+03,1.676700000000000000e+04,8.280000000000000000e+03,9.852000000000000000e+03,6.303000000000000000e+03,5.741000000000000000e+03,6.320000000000000000e+03,9.218000000000000000e+03
2.647400000000000000e+04,1.605300000000000000e+04,3.653600000000000000e+04,3.645100000000000000e+04,3.351000000000000000e+04,0.000000000000000000e+00,2.977400000000000000e+04,2.572900000000000000e+04,3.947700000000000000e+04,3.549600000000000000e+04,3.347900000000000000e+04,3.895900000000000000e+04,3.447200000000000000e+04,1.941400000000000000e+04,3.576300000000000000e+04,2.612400000000000000e+04,2.859300000000000000e+04,3.995600000000000000e+04,3.585600000000000000e+04,3.091000000000000000e+04,2.969500000000000000e+04,4.120000000000000000e+03,2.280300000000000000e+04,2.334700000000000000e+04,4.062100000000000000e+04,2.155200000000000000e+04,2.932000000000000000e+04,3.372000000000000000e+04,3.924000000000000000e+04,3.940200000000000000e+04,1.831900000000000000e+04,3.378300000000000000e+04,3.703400000000000000e+04,3.509200000000000000e+04,3.973400000000000000e+04,3.174000000000000000e+04,2.853500000000000000e+04,2.806000000000000000e+04,2.303800000000000000e+04,2.642100000000000000e+04,3.110600000000000000e+04,2.958800000000000000e+04,2.944300000000000000e+04,7.470000000000000000e+02,2.639900000000000000e+04,3.828100000000000000e+04,4.394000000000000000e+03,2.579000000000000000e+04,2.261500000000000000e+04,2.452000000000000000e+03,3.267000000000000000e+04,2.977600000000000000e+04,3.423900000000000000e+04,2.144100000000000000e+04,3.150700000000000000e+04,4.143800000000000000e+04,3.922700000000000000e+04,2.415800000000000000e+04,2.439600000000000000e+04,3.138200000000000000e+04,2.565400000000000000e+04,3.808700000000000000e+04,2.814200000000000000e+04,3.058000000000000000e+04,3.870200000000000000e+04,3.171100000000000000e+04,3.481300000000000000e+04,2.747200000000000000e+04,2.361000000000000000e+04,2.980800000000000000e+04,3.396600000000000000e+04,3.508100000000000000e+04,4.373900000000000000e+04,2.662600000000000000e+04,3.712400000000000000e+04,3.775300000000000000e+04,2.936900000000000000e+04,3.200800000000000000e+04,2.600500000000000000e+04
2.379300000000000000e+04,1.684300000000000000e+04,8.167000000000000000e+03,6.668000000000000000e+03,4.922000000000000000e+03,2.977700000000000000e+04,0.000000000000000000e+00,7.476000000000000000e+03,1.035000000000000000e+04,5.588000000000000000e+03,5.768000000000000000e+03,1.059000000000000000e+04,7.018000000000000000e+03,1.113900000000000000e+04,8.052000000000000000e+03,4.917000000000000000e+03,4.219000000000000000e+03,9.709000000000000000e+03,6.073000000000000000e+03,1.695000000000000000e+03,2.912000000000000000e+03,3.274200000000000000e+04,1.970700000000000000e+04,1.088500000000000000e+04,1.176500000000000000e+04,1.729200000000000000e+04,2.658800000000000000e+04,6.333000000000000000e+03,9.662000000000000000e+03,1.103400000000000000e+04,1.626200000000000000e+04,3.937000000000000000e+03,8.665000000000000000e+03,6.991000000000000000e+03,1.136600000000000000e+04,4.335000000000000000e+03,8.256000000000000000e+03,2.532800000000000000e+04,7.500000000000000000e+03,7.005000000000000000e+03,2.876000000000000000e+03,1.532000000000000000e+03,5.558000000000000000e+03,3.032000000000000000e+04,5.960000000000000000e+03,8.967000000000000000e+03,3.301600000000000000e+04,5.528000000000000000e+03,1.165200000000000000e+04,3.226300000000000000e+04,3.455000000000000000e+03,3.255000000000000000e+03,5.112000000000000000e+03,1.871000000000000000e+04,5.099000000000000000e+03,1.185900000000000000e+04,8.980000000000000000e+03,6.171000000000000000e+03,8.238000000000000000e+03,2.167000000000000000e+03,5.436000000000000000e+03,8.304000000000000000e+03,5.347000000000000000e+03,1.425000000000000000e+03,8.455000000000000000e+03,1.299800000000000000e+04,5.598000000000000000e+03,2.687000000000000000e+03,1.127400000000000000e+04,1.111000000000000000e+03,8.654000000000000000e+03,5.298000000000000000e+03,1.416000000000000000e+04,6.427000000000000000e+03,7.467000000000000000e+03,7.506000000000000000e+03,1.342000000000000000e+03,2.496000000000000000e+03,7.828000000000000000e+03
1.976100000000000000e+04,1.281000000000000000e+04,1.223300000000000000e+04,1.315800000000000000e+04,9.207000000000000000e+03,2.574400000000000000e+04,7.459000000000000000e+03,0.000000000000000000e+00,1.523800000000000000e+04,1.207900000000000000e+04,9.176000000000000000e+03,1.465600000000000000e+04,1.350900000000000000e+04,7.106000000000000000e+03,1.146000000000000000e+04,4.880000000000000000e+03,3.935000000000000000e+03,1.527400000000000000e+04,1.262900000000000000e+04,7.670000000000000000e+03,5.094000000000000000e+03,2.870900000000000000e+04,1.567500000000000000e+04,5.792000000000000000e+03,1.631800000000000000e+04,1.326000000000000000e+04,2.255600000000000000e+04,9.416000000000000000e+03,1.615200000000000000e+04,1.509900000000000000e+04,1.222900000000000000e+04,1.042800000000000000e+04,1.273100000000000000e+04,1.078900000000000000e+04,1.543100000000000000e+04,1.058200000000000000e+04,4.562000000000000000e+03,2.129600000000000000e+04,4.624000000000000000e+03,1.236000000000000000e+03,6.577000000000000000e+03,6.483000000000000000e+03,5.140000000000000000e+03,2.628700000000000000e+04,4.518000000000000000e+03,1.377800000000000000e+04,2.898300000000000000e+04,2.864000000000000000e+03,6.559000000000000000e+03,2.799300000000000000e+04,8.266000000000000000e+03,5.175000000000000000e+03,1.067700000000000000e+04,1.467700000000000000e+04,7.204000000000000000e+03,1.835000000000000000e+04,1.454500000000000000e+04,3.955000000000000000e+03,2.791000000000000000e+03,7.310000000000000000e+03,3.038000000000000000e+03,1.414200000000000000e+04,3.146000000000000000e+03,7.447000000000000000e+03,1.402000000000000000e+04,1.648000000000000000e+04,1.040800000000000000e+04,5.231000000000000000e+03,6.162000000000000000e+03,6.758000000000000000e+03,1.483100000000000000e+04,1.186900000000000000e+04,2.065100000000000000e+04,1.630000000000000000e+03,1.395800000000000000e+04,1.307100000000000000e+04,7.128000000000000000e+03,8.987000000000000000e+03,3.005000000000000000e+03
3.365800000000000000e+04,2.646800000000000000e+04,4.853000000000000000e+03,9.052000000000000000e+03,7.259000000000000000e+03,3.940200000000000000e+04,1.028700000000000000e+04,1.523900000000000000e+04,0.000000000000000000e+00,9.394000000000000000e+03,7.392000000000000000e+03,5.689000000000000000e+03,1.151600000000000000e+04,2.076400000000000000e+04,5.314000000000000000e+03,1.454200000000000000e+04,1.198200000000000000e+04,2.669000000000000000e+03,8.408000000000000000e+03,9.214000000000000000e+03,1.100800000000000000e+04,4.236700000000000000e+04,2.957100000000000000e+04,1.864800000000000000e+04,2.517000000000000000e+03,2.656500000000000000e+04,3.621300000000000000e+04,8.139000000000000000e+03,1.134100000000000000e+04,6.237000000000000000e+03,2.588700000000000000e+04,9.225000000000000000e+03,4.182000000000000000e+03,5.395000000000000000e+03,3.406000000000000000e+03,1.154400000000000000e+04,1.530400000000000000e+04,3.495300000000000000e+04,1.712500000000000000e+04,1.476800000000000000e+04,9.724000000000000000e+03,1.051800000000000000e+04,1.233900000000000000e+04,3.994500000000000000e+04,1.558500000000000000e+04,5.836000000000000000e+03,4.264100000000000000e+04,1.515300000000000000e+04,1.941500000000000000e+04,4.188800000000000000e+04,7.703000000000000000e+03,1.108300000000000000e+04,6.889000000000000000e+03,2.833500000000000000e+04,9.241000000000000000e+03,1.353900000000000000e+04,3.463000000000000000e+03,1.579600000000000000e+04,1.600100000000000000e+04,8.774000000000000000e+03,1.506100000000000000e+04,5.771000000000000000e+03,1.311000000000000000e+04,9.389000000000000000e+03,4.774000000000000000e+03,1.792100000000000000e+04,5.390000000000000000e+03,1.231200000000000000e+04,1.903700000000000000e+04,1.017600000000000000e+04,1.352100000000000000e+04,7.387000000000000000e+03,1.584000000000000000e+04,1.419000000000000000e+04,9.188000000000000000e+03,4.975000000000000000e+03,1.096700000000000000e+04,1.037700000000000000e+04,1.559100000000000000e+04
2.833500000000000000e+04,2.138500000000000000e+04,9.513000000000000000e+03,1.478000000000000000e+03,7.979000000000000000e+03,3.431900000000000000e+04,5.538000000000000000e+03,1.208400000000000000e+04,9.416000000000000000e+03,0.000000000000000000e+00,9.729000000000000000e+03,1.062200000000000000e+04,3.103000000000000000e+03,1.568100000000000000e+04,9.483000000000000000e+03,9.459000000000000000e+03,9.079000000000000000e+03,7.938000000000000000e+03,1.959000000000000000e+03,5.762000000000000000e+03,7.888000000000000000e+03,3.728400000000000000e+04,2.424900000000000000e+04,1.574600000000000000e+04,1.083100000000000000e+04,2.183400000000000000e+04,3.113000000000000000e+04,1.029500000000000000e+04,5.473000000000000000e+03,1.077300000000000000e+04,2.080400000000000000e+04,2.451000000000000000e+03,9.115000000000000000e+03,8.413000000000000000e+03,1.066600000000000000e+04,4.084000000000000000e+03,1.307200000000000000e+04,2.987000000000000000e+04,1.204200000000000000e+04,1.186500000000000000e+04,7.283000000000000000e+03,6.509000000000000000e+03,1.010700000000000000e+04,3.486200000000000000e+04,1.050200000000000000e+04,8.565000000000000000e+03,3.755800000000000000e+04,1.007000000000000000e+04,1.651300000000000000e+04,3.688100000000000000e+04,6.954000000000000000e+03,8.180000000000000000e+03,4.989000000000000000e+03,2.325200000000000000e+04,9.514000000000000000e+03,7.670000000000000000e+03,7.185000000000000000e+03,1.071300000000000000e+04,1.309900000000000000e+04,6.443000000000000000e+03,9.978000000000000000e+03,4.688000000000000000e+03,1.020700000000000000e+04,5.379000000000000000e+03,6.430000000000000000e+03,9.508000000000000000e+03,7.213000000000000000e+03,7.229000000000000000e+03,1.613400000000000000e+04,6.140000000000000000e+03,5.107000000000000000e+03,2.673000000000000000e+03,9.972000000000000000e+03,1.128700000000000000e+04,2.084000000000000000e+03,5.265000000000000000e+03,5.913000000000000000e+03,3.825000000000000000e+03,1.268800000000000000e+04
